Physicochemical properties,Base stacking,Protein induced deformability,B-DNA twist,Dinucleotide GC Content,A-philicity,Propeller twist,Duplex stability-free energy,Duplex stability-disrupt energy,DNA denaturation,Bending stiffness,Protein DNA twist,Stabilising energy of Z-DNA,Aida_BA_transition,Breslauer_dG,Breslauer_dH,Breslauer_dS,Electron_interaction,Hartman_trans_free_energy,Helix-Coil_transition,Ivanov_BA_transition,Lisser_BZ_transition,Polar_interaction,SantaLucia_dG,SantaLucia_dH,SantaLucia_dS,Sarai_flexibility,Stability,Stacking_energy,Sugimoto_dG,Sugimoto_dH,Sugimoto_dS,Watson-Crick_interaction,Twist,Tilt,Roll,Shift,Slide,Rise,Stacking energy,Bend,Tip,Inclination,Major Groove Width,Major Groove Depth,Major Groove Size,Major Groove Distance,Minor Groove Width,Minor Groove Depth,Minor Groove Size,Minor Groove Distance,Persistance Length,Melting Temperature,Mobility to bend towards major groove,Mobility to bend towards minor groove,Propeller Twist,Clash Strength,Enthalpy,Free energy,Twist_twist,Tilt_tilt,Roll_roll,Twist_tilt,Twist_roll,Tilt_roll,Shift_shift,Slide_slide,Rise_rise,Shift_slide,Shift_rise,Slide_rise,Twist_shift,Twist_slide,Twist_rise,Tilt_shift,Tilt_slide,Tilt_rise,Roll_shift,Roll_slide,Roll_rise,Slide stiffness,Shift stiffness,Roll stiffness,Rise stiffness,Tilt stiffness,Twist stiffness,Wedge,Direction,Flexibility_slide,Flexibility_shift,Entropy
Sarai_flexibility,-0.025341163770307356,-0.26348285204483574,0.42065089799599514,-0.3705416173285467,-0.1178490673873071,-0.10755261165841898,0.43014213462762557,-0.5275989372971924,-0.015372423780383747,-0.47141782176183517,-0.4592703938502785,0.557630398041712,0.3888242488281156,-0.38717625593152116,-0.2071635871576904,-0.09642272379080034,-0.3705416173285467,-0.21557132781303784,-0.3868337219044617,-0.1178490673873071,-0.215885134283926,-0.3705416173285467,-0.36033759724154446,-0.05198740883612584,0.0928272588372336,1.0,0.022859565157775368,0.023375952449853948,-0.4128633542697887,-0.40412280991738225,-0.3658307537969773,-0.3705416173285467,0.33647821455319915,-0.14597955860795298,0.3568472248951743,-0.5075522513643388,0.7618677834699346,0.3614104260149804,0.023242351326598673,0.16630243738078043,0.21928230105161434,0.0,-0.3797895303459479,0.3526080923581178,0.18253281641800329,-0.4132326508527538,0.41155061871463644,-0.5188517064494278,-0.26109387869077244,0.7496468063579108,-0.47141782176183517,-0.022686437079097267,0.23883240288761093,-0.4540301320999696,0.14559659461782487,-0.045352720911631485,0.40412280991738225,0.3105302487139025,0.07706276908386812,0.04941376840467299,0.2807434247306494,-0.13312573857449403,0.3289537592435505,0.29349329106740335,-0.6818293080661492,0.26292210658676235,0.5324961966376831,-0.3142579538383328,-0.41910262682493793,0.613323455292259,-0.28908916043156824,0.29123403646614804,0.33454291049952334,0.5570138577547589,-0.4738623204204537,0.4245129636865354,0.21145391646967845,-0.32268344785823305,0.5409892378073197,0.7618677834699346,-0.5075522513643388,0.3568472248951743,0.3614104260149804,-0.14597955860795298,0.33647821455319915,-0.4854434016851305,0.009527112456192642,0.11474130163982951,-0.3120885573010908,0.04862493931018259
Stability,-0.8624140319374737,-0.27460962038408887,0.17999505658963363,0.47423822761191753,-0.1917579953272574,0.13985462738538784,-0.3053958957449913,0.10492837844650821,0.811941708505161,0.31376489788332984,-0.28122594199217604,0.3123080379935465,0.31235702461845166,0.14646714542572903,0.03055244584856221,-0.029767198421264924,0.47423822761191753,-0.794327921124305,0.14621453883747523,-0.1917579953272574,-0.7945506365557514,0.47423822761191753,0.5914482910580078,0.5098058229473584,0.3977341690210863,0.022859565157775368,1.0,0.8593601532219654,0.32848436299319755,0.3696009839829476,0.35588203269445484,0.47423822761191753,0.380371884003424,0.40963811292003943,0.7570307549088288,0.1358050992485208,0.3331083777346121,0.6730631954577436,-0.24523289001847312,-0.3532141150317882,-0.06477272957872104,0.23647610062969351,0.2348438838673673,-0.16260795110574858,-0.3292307695536581,-0.5929400589201113,-0.1928916323685452,-0.291133284144106,-0.08488248079938354,0.5281591577629284,0.31376489788332984,0.870947565586683,-0.46552436834817307,0.20507142138083265,0.2944614581768926,-0.20902297112384843,-0.3696009839829476,-0.5237697051564997,0.2710846961822906,0.4931091813693926,0.5706112211034049,-0.12132187806767908,0.1916928962246783,-0.0961200523065972,-0.09738147107028393,0.15879618719970964,0.6271865269843265,0.22418692143628247,0.08591304576699728,0.5551422676891159,-0.21027296718907965,-0.35412997695416853,-0.5084157900073057,-0.3626671644054829,-0.5338915823851073,0.1453650461068276,0.08095186215195412,0.42603988608353494,0.6416714862946259,0.3331083777346121,0.1358050992485208,0.7570307549088288,0.6730631954577436,0.40963811292003943,0.380371884003424,-0.07111490113364172,0.3124059786848787,-0.11055652367584187,-0.014460901440912903,-0.2388808583549098
Stacking_energy,-0.99996140444781,-0.04231748249543781,0.174557008785739,0.6768595403097751,-0.24996839995097642,0.2945639028731929,-0.5693823868640147,0.3532038249022616,0.8893163569441108,0.4683613564655028,-0.2266181442324551,0.15872413326865165,0.5917275281111046,0.4054631870614309,0.23517750027477993,0.1288301968959903,0.6768595403097751,-0.8234133265801915,0.40549553154691576,-0.24996839995097642,-0.824153285862864,0.6768595403097751,0.8108788254295327,0.6865176256584735,0.5198362200714208,0.023375952449853948,0.8593601532219654,1.0,0.5977060667184227,0.6425198630576271,0.6110487359554502,0.6768595403097751,0.23170881036907978,0.3569828394631023,0.6678742092877917,0.02415000377473765,0.32346922921838456,0.6485504991413317,-0.2788579323869275,-0.408667898734606,-0.0950800095943914,1.48412308144459e-17,0.4118910355343081,-0.2626650358946603,-0.2822531686312017,-0.512202362334499,-0.24654193493949247,-0.23524861822673482,0.10728639444419653,0.5589403638921705,0.4683613564655028,0.9638052296150579,-0.5912344273836903,0.3939501920610403,0.3270506281038215,-0.1207550037045647,-0.6425198630576271,-0.7425710627686302,0.15789760607331196,0.42460237891928987,0.4366679800813322,-0.07528004422036862,0.02016179348610016,-0.04773123829272808,-0.22161681113677673,0.05587726993302413,0.536607769249357,0.15690602247009863,0.08195087207690704,0.5825223489412596,-0.09745647279314995,-0.3173789384918913,-0.3801056838083165,-0.5676575713709507,-0.42378131590643875,0.15981186660397262,0.21817879957342068,0.4078405806500239,0.6755895111641709,0.32346922921838456,0.02415000377473765,0.6678742092877917,0.6485504991413317,0.3569828394631023,0.23170881036907978,-0.10732306199976545,0.28355433019388704,-0.1788335089953026,0.12099633587431627,-0.49430703325737924
Sugimoto_dG,-0.5926026206522901,0.5904010578668912,-0.1724896984469236,0.9240331705423673,-0.2342961746670808,0.6521805670097757,-0.9931888363058745,0.8873804118031691,0.5786168932786028,0.7988256825741112,0.1011870614322597,-0.5733190519661805,0.5915703162937576,0.8873804118031691,0.6109196865704504,0.4132891280967365,0.9240331705423673,-0.2527178668524497,0.8866144043873473,-0.2342961746670808,-0.2560383488629374,0.9240331705423673,0.9363254523067913,0.5175336882021955,0.24192957067042264,-0.4128633542697887,0.32848436299319755,0.5977060667184227,1.0,0.8580247136959025,0.7440654753380322,0.9240331705423673,-0.35052239065593577,0.04394040261231189,-0.056006466268734345,-0.00188038174222426,-0.23355315669194085,-0.07358190537542157,-0.20836884562189942,-0.3748884109307411,-0.4465943737769355,0.0,0.7587027358748691,-0.6136478576310934,0.09112753161167331,0.15747626043468957,-0.5013571603697645,0.1780460023055723,0.7346443278532961,-0.024626336076483766,0.7988256825741112,0.5298583670177485,-0.7082819422841485,0.8282108282280889,0.30973467133748617,0.33546341963287546,-0.8580247136959025,-0.9472798764739667,-0.32237355832248527,-0.06555536418865515,-0.11249453992185462,-0.15977364581760536,-0.7355041855278664,-0.23647931391684998,0.15210423083452235,-0.23640434268040084,-0.22772621069256857,-0.05405917549707337,0.15143416441845436,-0.008818151091954817,0.08834139060767567,0.033999215608003286,-0.1061350475877393,-0.8355218737803464,0.24583391889797676,0.0735180511930733,-0.09681744324704537,0.33640915394702664,0.06585587503555765,-0.23355315669194085,-0.00188038174222426,-0.056006466268734345,-0.07358190537542157,0.04394040261231189,-0.35052239065593577,0.09298606157582974,0.15540378365462862,-0.5797694871970622,0.3405134258351901,-0.6012999749600304
Sugimoto_dH,-0.6391634422454444,0.4589128865910585,-0.08857845497601213,0.8133829126259977,-0.25254155676516077,0.5427375961792691,-0.873626245726446,0.8113543815472944,0.6138353410663494,0.7923930997705467,0.12621791442186356,-0.39937453164562614,0.46010850293624106,0.7824191856498138,0.5377676986888392,0.3615641662393407,0.8133829126259977,-0.39659023286626044,0.7803997366677516,-0.25254155676516077,-0.3985080279099981,0.8133829126259977,0.8908749165564941,0.6057299907006888,0.35776040448482027,-0.40412280991738225,0.3696009839829476,0.6425198630576271,0.8580247136959025,1.0,0.9815193100040562,0.8133829126259977,-0.21268355957997226,0.20867128641107188,0.09956687066007944,0.11750334708121524,-0.1792372437232896,0.16712771786339523,-0.05869253732143037,-0.2986532858103408,-0.2380303900506349,2.9697822440621125e-17,0.6153665678613413,-0.43645441384697553,-0.2102000785437972,0.0045231878756577665,-0.337113077542354,0.025659523436827245,0.40663887072895405,0.07261022294726449,0.7923930997705467,0.6593140121820291,-0.6233183525421038,0.7180920181857416,0.34646192959765443,0.0210354862248314,-1.0,-0.8235919102891274,-0.06389651759294175,0.14949247580947087,0.026704429012923334,0.1852980756991755,-0.4765252378565841,0.10897029115304332,0.20710435438195002,-0.032451100355587334,-0.006888125643748252,0.08057351591287505,0.40946555529403095,0.09933222845550684,0.41423925449261617,-0.23759775257611374,-0.18866167736762962,-0.8024236137724471,0.001879423534438583,-0.17463081810265235,0.23925524932241418,0.49622886870066946,0.15962389710026403,-0.1792372437232896,0.11750334708121524,0.09956687066007944,0.16712771786339523,0.20867128641107188,-0.21268355957997226,-0.18560811076352557,0.12029005518420591,-0.2827188048105176,0.29563276366759417,-0.47128011177300616
Sugimoto_dS,-0.6085874862218579,0.38135617280620576,-0.047885967760949284,0.7142580575959928,-0.2427919321461553,0.46833434640015725,-0.7672424222069588,0.7245868410512604,0.5815623187887698,0.7343693814118051,0.12488015962805664,-0.3078483552526572,0.38219557226290607,0.6881053637888623,0.4717504325909971,0.3156495935565381,0.7142580575959928,-0.4207067386238938,0.6857176897791833,-0.2427919321461553,-0.4220087382262002,0.7142580575959928,0.809449201580912,0.5931770614199995,0.3728810569309257,-0.3658307537969773,0.35588203269445484,0.6110487359554502,0.7440654753380322,0.9815193100040562,1.0,0.7142580575959928,-0.14751014199623544,0.252100824894564,0.14855151290610613,0.14893638124088232,-0.143379616192146,0.24328062589451416,0.0036056553275524983,-0.24807674494948448,-0.1478953518642442,1.1115889538680669e-17,0.5183984694610305,-0.34093275607053997,-0.3037649210465716,-0.05143884736106942,-0.2516344130885818,-0.03562427408272016,0.2583349335647399,0.10710542493394809,0.7343693814118051,0.6581719894241145,-0.5476780244423196,0.6275182646726606,0.3407150827588864,-0.09552677079010383,-0.9815193100040562,-0.7186285039267519,0.03304621691786425,0.21622399020295366,0.0763790172775039,0.2987175940539299,-0.350707739477477,0.23349510937010953,0.21066363863978366,0.047802498805084616,0.07648565007990027,0.11735654936256532,0.4739238782397734,0.13342729710721313,0.5055089860417576,-0.31516628687233245,-0.20114225797709556,-0.7299515111603616,-0.09039103385044908,-0.2514932337890003,0.3474686339757908,0.5211131416907463,0.18304633753399083,-0.143379616192146,0.14893638124088232,0.14855151290610613,0.24328062589451416,0.252100824894564,-0.14751014199623544,-0.28330195042602113,0.09736243584332495,-0.15629548944325106,0.25555055112424746,-0.38805392869708083
Watson-Crick_interaction,-0.6739090115843519,0.4165260807003739,-0.13697824759069419,1.0,-0.4139136646094879,0.762916911902626,-0.9418630564959943,0.7765365104583093,0.7069870082305741,0.9153149934721531,-0.06382702171776997,-0.44586371464291413,0.4403650353637327,0.7765365104583092,0.49794019935545875,0.3142814844824416,1.0,-0.43199329083151056,0.7777822356227045,-0.4139136646094879,-0.4342866851416567,1.0,0.9229528332177371,0.31958180043183354,0.014599901487497086,-0.3705416173285467,0.47423822761191753,0.6768595403097751,0.9240331705423673,0.8133829126259977,0.7142580575959928,1.0,-0.14436564144535707,0.21092033939480676,0.0666261567870468,0.0027378970350877274,-0.22842969918508804,0.10235829911697951,0.04380703669395189,-0.4453207268222784,-0.391563298143568,0.0,0.8653612582750145,-0.6527420394289886,0.0,-0.00638730931796018,-0.5237416004246169,0.047500649097994195,0.6745762656358538,2.220773257017264e-17,0.9153149934721531,0.6548135527410706,-0.8459081782224789,0.873401480432847,0.3647549524519555,0.3298025239093173,-0.8133829126259977,-0.9718757411388952,-0.11955543466507107,0.11415113367319886,0.04292741384722493,-0.36466247874473645,-0.6632457833953114,-0.417665481203814,0.1411412024243577,-0.05480734368220669,-0.0731033631117975,-0.02831363719974974,0.16623673663269237,0.03743233283466359,-0.10681624703871055,-0.10667408209830334,-0.04566611871103292,-0.9017008470220521,0.24333520878293333,0.2017424999620951,-0.25567055627192325,0.4071865848404612,0.2217559924575358,-0.22842969918508804,0.0027378970350877274,0.0666261567870468,0.10235829911697951,0.21092033939480676,-0.14436564144535707,-0.06844183960953985,0.15796985507704245,-0.5611578169786982,0.27859754630058414,-0.36020847033263736
Twist,-0.23658910965673557,-0.8930371305876834,-0.033126800305129496,-0.14436564144535707,-0.5929331264055936,-0.4222677516022793,0.3282370242920845,-0.4718618527660871,0.44945594785777476,-0.06675973988715671,-0.8667411775588235,0.8538207215904059,-0.24839075206573902,-0.3551322178390779,-0.042675635902009804,0.11590454966017023,-0.14436564144535707,-0.6952465442842968,-0.35507046603270437,-0.5929331264055936,-0.693980069476366,-0.14436564144535707,-0.17662971225044427,-0.13181060449608054,-0.07891959513704792,0.33647821455319915,0.380371884003424,0.23170881036907978,-0.35052239065593577,-0.21268355957997226,-0.14751014199623544,-0.14436564144535707,1.0,0.7397025757242099,0.705560798451261,0.4746192828263245,0.6783442841169907,0.7112343453918816,0.3119170078651055,-0.46008867282389837,0.18593546474494052,-1.391770436132012e-17,-0.2674988454999363,0.321339246276595,0.2229444083080197,-0.8992962552836858,0.2895972569051504,-0.7647238274982437,-0.21150164901230284,0.45155449372022427,-0.06675973988715671,0.32805414650430914,0.12123448333746215,-0.39105934246641744,-0.09446626737685836,0.1993057573850126,0.21268355957997226,0.16410494704167536,0.8541015019418626,0.8250139161291321,0.8521727409603492,0.03251978422235243,0.44578329546273787,0.04216148610550737,-0.12910225677270695,0.7667984280876199,0.720416069357135,0.16452295220253932,0.14623656081639297,0.6850385845749727,-0.09166520799025685,-0.655922618001946,-0.38118520282860235,0.065712733162562,-0.4096818048250795,0.19404974330830216,0.18171188362357088,-0.3644612676100693,0.7071043030090784,0.6783442841169907,0.4746192828263245,0.705560798451261,0.7112343453918816,0.7397025757242099,1.0,-0.06845831335580625,-0.009064098814052741,0.6112118495151155,0.15156455836212773,0.45578126280979614
Tilt,-0.3596392839113704,-0.6400995331329798,0.15191258291565515,0.21092033939480676,-0.4080542695743032,-0.25707426305753417,-0.09509241214458068,0.03316036821737439,0.529529068245699,0.39079197790464526,-0.6397428848818648,0.5528725885131602,-0.23786826780514692,0.1645172344646103,0.30930567110656804,0.3544530163266287,0.21092033939480676,-0.7387746186930283,0.16459272572978953,-0.4080542695743032,-0.7378633291549667,0.21092033939480676,0.22222047716125612,-0.0010446517769918042,-0.09053616868068069,-0.14597955860795298,0.40963811292003943,0.3569828394631023,0.04394040261231189,0.20867128641107188,0.252100824894564,0.21092033939480676,0.7397025757242099,1.0,0.5969211525860875,0.7930487735029227,0.3590859119229067,0.7149284687318741,0.440382731644858,-0.8006242177829915,-0.12435245821541036,1.483529047798959e-17,0.22948059775969207,-0.2551032116209427,0.07943753042142071,-0.7439021894795812,-0.31015606657103517,-0.3064040833179486,-0.016051130546768978,0.073064074814756,0.39079197790464526,0.4939761307083324,-0.04800377218776147,0.033777237543769385,-0.37391954876154976,0.19134183416438674,-0.20867128641107188,-0.10519302944342236,0.8147270257555382,0.9650259111869902,0.8090707296930456,0.25851341691719565,0.1721191891389895,-0.07842871517953613,0.31540050776658335,0.7919172556135569,0.5945462608129986,0.42675557864993663,0.6177415142193013,0.36924774491834517,0.26474441398049886,-0.8665569226926889,-0.3862097000729062,-0.4455939186282187,-0.2408801200646814,-0.29424998727996554,0.24573319385338882,-0.20663627851830482,0.43409725267257704,0.3590859119229067,0.7930487735029227,0.5969211525860875,0.7149284687318741,1.0,0.7397025757242099,0.15209475308584985,0.02507245790861871,0.5809078416364033,0.04661292789028315,0.43397841638507145
Roll,-0.6726351707625909,-0.6727879057299876,0.32050935602118197,0.0666261567870468,-0.23887011729879187,-0.28282895088297266,0.06637114241407359,-0.15656452891953962,0.7184363234844188,0.0030287271429785137,-0.6002743599457389,0.7861013032947815,0.1980225885920709,-0.04452772546287863,0.12201181998307974,0.1885718784565312,0.0666261567870468,-0.8754653330884732,-0.04522933156925518,-0.23887011729879187,-0.874949545035454,0.0666261567870468,0.23825754836649257,0.4561905071234085,0.4696779231291919,0.3568472248951743,0.7570307549088288,0.6678742092877917,-0.056006466268734345,0.09956687066007944,0.14855151290610613,0.0666261567870468,0.705560798451261,0.5969211525860875,1.0,0.28207317413397054,0.7290723018252914,0.9198975239491491,-0.10672976077245724,-0.3402956091354643,0.19672311716635607,3.7072466699000156e-18,-0.11425165267710104,0.1170289445724292,-0.2017038445196896,-0.9243757674663913,0.06297706345746289,-0.5752639960642056,-0.3724428976501579,0.7485718678488534,0.0030287271429785137,0.746582877980288,-0.0744314879811051,-0.26340641906091605,0.005430547594082994,-0.2273280930178992,-0.09956687066007944,-0.12037173269246194,0.6287108537720336,0.7605097103029406,0.8915819814242654,0.1958328958892443,0.48877614154290727,0.1705977327834445,-0.08709866848965093,0.5661684889991558,0.9298076437454803,0.42074073389243943,0.2775080968332301,0.8524882053125296,0.03609747641181184,-0.5520519072897296,-0.5107321191537127,-0.06616834462017403,-0.8200323748358718,-0.03407821826887578,0.33435738820040595,0.019171644781948733,0.8399448018362022,0.7290723018252914,0.28207317413397054,1.0,0.9198975239491491,0.5969211525860875,0.705560798451261,-0.11998674175692986,0.2656857927815695,0.36232339030909566,-0.20976846158204857,0.03146626540871947
Shift,-0.025687746032074427,-0.48585776811796527,-0.12584668472772068,0.0027378970350877274,-0.12762771948645174,-0.4930358941827924,-0.02635362712199823,0.06805030566598759,0.20675441083675644,0.20838389944288818,-0.3011348215113845,0.2867360809717757,-0.44364805550416014,0.12989496773095155,0.2681382432993865,0.30762398469936275,0.0027378970350877274,-0.31203806156757047,0.12657371490854388,-0.12762771948645174,-0.3120035553095493,0.0027378970350877274,0.08101138124991959,0.04110665736062687,0.005662845490985328,-0.5075522513643388,0.1358050992485208,0.02415000377473765,-0.00188038174222426,0.11750334708121524,0.14893638124088232,0.0027378970350877274,0.4746192828263245,0.7930487735029227,0.28207317413397054,1.0,0.08257922627899375,0.27919889562290096,0.1486487584084021,-0.6521480536551846,-0.2399276943917049,-5.931238951499879e-17,-0.013582481877658526,-0.1388004130652825,0.1688369838304075,-0.38567875093999343,-0.26076670654905926,-0.0506335344112008,0.015956591057204046,-0.26475719588313035,0.20838389944288818,0.14303627445319797,0.1950462659995394,-0.06517869535379117,-0.4500210075046553,0.18858838799674002,-0.11750334708121524,0.06489795548188894,0.5731577353967031,0.6832798596815275,0.5358326812886074,0.4964086163872543,0.09411740157759177,0.06226122908954352,0.5869960168233295,0.5054715474998048,0.20393480818038703,0.41876583665129063,0.6343471589537084,0.037886860911268916,0.4870319572533525,-0.7361588947045691,-0.6432607091446353,-0.2877850943252872,-0.09500827540077837,-0.5250455146934679,0.2613357056431961,-0.2012901980248199,-0.03304609853103052,0.08257922627899375,1.0,0.28207317413397054,0.27919889562290096,0.7930487735029227,0.4746192828263245,0.5124022951534088,-0.040987159250460155,0.5656125745338161,0.22209360480173063,0.3274674746351563
Slide,-0.32566381071810613,-0.5555278544736058,0.34314256456008085,-0.22842969918508804,-0.24541885622740203,-0.4047153474825301,0.26167515593469814,-0.40289457814242474,0.3540861806341194,-0.31638328498133167,-0.7185301044690933,0.7912134109941437,0.39513049282331875,-0.1988687517507262,0.04602270581091484,0.16017290113872493,-0.22842969918508804,-0.6078743969042796,-0.20160627289212596,-0.24541885622740203,-0.6090407242102392,-0.22842969918508804,-0.092543465751951,0.27431221952275847,0.37711423874003275,0.7618677834699346,0.3331083777346121,0.32346922921838456,-0.23355315669194085,-0.1792372437232896,-0.143379616192146,-0.22842969918508804,0.6783442841169907,0.3590859119229067,0.7290723018252914,0.08257922627899375,1.0,0.6701455410681357,-0.13343938643151518,-0.32170283314567893,0.03568425021809237,9.27859351622723e-18,-0.38128269425150024,0.283722262887095,0.30883695329823896,-0.7927041551651951,0.2674908285373996,-0.6574303609236588,-0.1856134669037917,0.8347863561887621,-0.31638328498133167,0.3040292468216057,0.2542204561251431,-0.4557877145802075,-0.009756873181996393,0.08051452801277309,0.1792372437232896,0.14720221855294804,0.39800819255707987,0.5194800476935508,0.7156576742472682,0.186857977494233,0.3900537870215414,0.40021337196403595,-0.4691595865463652,0.5133513661823152,0.7926020207847957,-0.07024229547931056,-0.1014849754173631,0.8823868775060661,-0.01204651097127708,-0.16719623467575737,-0.23905821690857115,0.3013259512401434,-0.6980337785348762,0.2001095635278157,0.4969256238423093,-0.4022187761572854,0.7341184239402364,1.0,0.08257922627899375,0.7290723018252914,0.6701455410681357,0.3590859119229067,0.6783442841169907,-0.12937654224975007,0.07509686156883867,0.3955216328886696,-0.06777717665208811,-0.030855658886099955
Rise,-0.6526981190071225,-0.6459347807073632,0.4743056788645437,0.10235829911697951,-0.25586842752327654,-0.20623642132291897,0.0577057076421028,-0.15243745170182477,0.6525226949345689,0.11068707784984605,-0.5891769313249596,0.7805165883033409,0.14846433103847065,-0.022482887671034218,0.10267007668019087,0.15703917582602486,0.10235829911697951,-0.9122148405422068,-0.021611767877682743,-0.25586842752327654,-0.9105896097142334,0.10235829911697951,0.22720460990790747,0.3076783103512836,0.29397397600408604,0.3614104260149804,0.6730631954577436,0.6485504991413317,-0.07358190537542157,0.16712771786339523,0.24328062589451416,0.10235829911697951,0.7112343453918816,0.7149284687318741,0.9198975239491491,0.27919889562290096,0.6701455410681357,1.0,0.1752768952204789,-0.43401902349114874,0.19867303561186866,-1.113668341523292e-17,0.03575912184505082,-0.007905116519639476,-0.2814853225716936,-0.9113423005224558,-0.050889405996333154,-0.4872771551147621,-0.39779729717603607,0.635513095545429,0.11068707784984605,0.7448963435805704,-0.08246481900903667,-0.16572841221713636,-0.11030031488403173,-0.2570885453874581,-0.16712771786339523,-0.0896116570568153,0.7165337867291192,0.8567808384680095,0.8511694511813578,0.22395738645655747,0.513031304924045,0.15245015898066497,-0.1310280570461347,0.6639819710542274,0.9504410805815949,0.4082297984669147,0.3604285240207036,0.7520372861019262,0.09547147161584763,-0.6545853746799272,-0.27777398701513667,-0.1726356803086836,-0.7082550738641905,-0.11663189552240973,0.42072285876160914,0.0022428121747544655,0.805732379105709,0.6701455410681357,0.27919889562290096,0.9198975239491491,1.0,0.7149284687318741,0.7112343453918816,-0.2397446437350648,0.18397341828788777,0.48276691585795967,-0.260931793644398,0.1692101288347899
Stacking energy,0.27679580959730044,-0.2399057209716626,0.09230106685715608,0.04380703669395189,-0.4328051673069365,0.20905259015543784,0.09971222123511116,-0.04764988183230604,-0.06634524301599588,0.3588782631722635,-0.3610811646886187,0.14750080977161736,-0.4974458995658485,-0.01824786200843135,0.09714602221231976,0.15428841096463675,0.04380703669395189,-0.10348336744690709,-0.013465304118565285,-0.4328051673069365,-0.10123751680569923,0.04380703669395189,-0.22485044157991335,-0.7105781979235108,-0.777607437998308,0.023242351326598673,-0.24523289001847312,-0.2788579323869275,-0.20836884562189942,-0.05869253732143037,0.0036056553275524983,0.04380703669395189,0.3119170078651055,0.440382731644858,-0.10672976077245724,0.1486487584084021,-0.13343938643151518,0.1752768952204789,1.0,-0.20456939970438695,0.112938775362711,-1.4828328952105188e-17,0.335741802179911,-0.21897472240334023,0.045632329889533224,-0.1525833963905602,-0.12624050689647467,-0.14213892754491225,0.01955396986432392,-0.2977214418906554,0.3588782631722635,-0.11337174918514574,-0.06428819189921067,0.1215529762955662,-0.24924150809612802,0.2267725639147091,0.05869253732143037,0.16155428791786222,0.515855056999431,0.3882141911475941,0.19080554477804249,-0.15681911573178017,-0.09407670852453608,-0.2904190364832638,0.25608913553323964,0.6424935017039212,0.077113795620744,0.10476759353100792,0.38753779633514807,-0.17181316706759092,0.03529391141675387,-0.37202955929105663,0.52029101475975,-0.21722964362766556,0.31856488387239706,-0.07149589252035289,-0.24057530617590153,-0.2171845703843821,0.03513417688882714,-0.13343938643151518,0.1486487584084021,-0.10672976077245724,0.1752768952204789,0.440382731644858,0.3119170078651055,-0.3812496283243141,-0.1817316887802204,0.29746087557036555,-0.19402456342711263,0.8167949446230078
Bend,0.4076347990693445,0.24628333021370372,-0.1802244589666111,-0.4453207268222784,0.30865470926988947,0.02609771281478133,0.3947058110499837,-0.2089186005117583,-0.48086936472832637,-0.4994411685933155,0.5302080280272383,-0.2004094759538871,-0.13208084918766422,-0.40203741923222014,-0.3601178111676081,-0.31197315403350395,-0.4453207268222784,0.6062152363490977,-0.40065747271847,0.30865470926988947,0.6079785641479817,-0.4453207268222784,-0.4414502818278827,-0.06187263801067338,0.1000093262631487,0.16630243738078043,-0.3532141150317882,-0.408667898734606,-0.3748884109307411,-0.2986532858103408,-0.24807674494948448,-0.4453207268222784,-0.46008867282389837,-0.8006242177829915,-0.3402956091354643,-0.6521480536551846,-0.32170283314567893,-0.43401902349114874,-0.20456939970438695,1.0,0.6065592313438963,1.8533296465899662e-18,-0.45037686883951883,0.5674361030464901,-0.4033437730644407,0.4744288052767531,0.598793489506469,0.051882258341426096,-0.44476535947928475,0.003821122825120914,-0.4994411685933155,-0.410678320468706,0.17275162555019735,-0.338886521644518,0.274019045017307,-0.48919607623554573,0.2986532858103408,0.35908811471121765,-0.35270257544765277,-0.6835404933777556,-0.5575580683057639,-0.03301078401614434,0.20731430010146612,0.20077355592597254,-0.12791985807589953,-0.4686247826505513,-0.34012721727457196,-0.030991540381284734,-0.2940075544878252,-0.218768295982687,-0.06448970454201054,0.47373721327893337,0.2955997674848582,0.5532218652686864,0.0026846794797694713,0.07789786546032865,-0.17065644278789896,0.22303834218801757,-0.24499263956954664,-0.32170283314567893,-0.6521480536551846,-0.3402956091354643,-0.43401902349114874,-0.8006242177829915,-0.46008867282389837,-0.3678413615949661,0.0034530347627859353,-0.19002684328132674,-0.2214169821618897,-0.08657188233244204
