Physicochemical properties,Base stacking,Protein induced deformability,B-DNA twist,Dinucleotide GC Content,A-philicity,Propeller twist,Duplex stability-free energy,Duplex stability-disrupt energy,DNA denaturation,Bending stiffness,Protein DNA twist,Stabilising energy of Z-DNA,Aida_BA_transition,Breslauer_dG,Breslauer_dH,Breslauer_dS,Electron_interaction,Hartman_trans_free_energy,Helix-Coil_transition,Ivanov_BA_transition,Lisser_BZ_transition,Polar_interaction,SantaLucia_dG,SantaLucia_dH,SantaLucia_dS,Sarai_flexibility,Stability,Stacking_energy,Sugimoto_dG,Sugimoto_dH,Sugimoto_dS,Watson-Crick_interaction,Twist,Tilt,Roll,Shift,Slide,Rise,Stacking energy,Bend,Tip,Inclination,Major Groove Width,Major Groove Depth,Major Groove Size,Major Groove Distance,Minor Groove Width,Minor Groove Depth,Minor Groove Size,Minor Groove Distance,Persistance Length,Melting Temperature,Mobility to bend towards major groove,Mobility to bend towards minor groove,Propeller Twist,Clash Strength,Enthalpy,Free energy,Twist_twist,Tilt_tilt,Roll_roll,Twist_tilt,Twist_roll,Tilt_roll,Shift_shift,Slide_slide,Rise_rise,Shift_slide,Shift_rise,Slide_rise,Twist_shift,Twist_slide,Twist_rise,Tilt_shift,Tilt_slide,Tilt_rise,Roll_shift,Roll_slide,Roll_rise,Slide stiffness,Shift stiffness,Roll stiffness,Rise stiffness,Tilt stiffness,Twist stiffness,Wedge,Direction,Flexibility_slide,Flexibility_shift,Entropy
Protein DNA twist,0.22926758744296624,0.6829405810070283,0.03763449601543801,-0.06382702171776997,0.740144277859827,0.1685698144544089,-0.0713872904176494,0.2049817624451498,-0.5152414544158946,-0.11523431641061668,1.0,-0.70016284697348,-0.01812055625602668,0.03734044427028579,-0.29199063141996867,-0.4255495044345526,-0.06382702171776997,0.6546897018607556,0.036323676807699073,0.740144277859827,0.6553200974872097,-0.06382702171776997,0.035300692843164706,0.14328688849977855,0.15389803807216124,-0.4592703938502785,-0.28122594199217604,-0.2266181442324551,0.1011870614322597,0.12621791442186356,0.12488015962805664,-0.06382702171776997,-0.8667411775588235,-0.6397428848818648,-0.6002743599457389,-0.3011348215113845,-0.7185301044690933,-0.5891769313249596,-0.3610811646886187,0.5302080280272383,-0.049717697610670034,1.481481090827204e-17,0.016313671847234285,-0.09822294127230084,-0.52520520727765,0.8270530491223724,-0.16020269629567377,0.7682311285080339,-0.15614246226647632,-0.494490681959635,-0.11523431641061668,-0.2928413369456831,0.027941297742725062,0.20265632052675636,0.08014228178182753,-0.5361499731591398,-0.12621791442186356,0.04116740357428656,-0.6920131504400338,-0.7018945546567782,-0.8021787500988654,0.16146421954229878,-0.05671454597833027,0.12675254947852752,0.12301627022251631,-0.7900177937437031,-0.5965092626909425,-0.06556547987012037,-0.1184233437598599,-0.7152473597573326,0.15490806451897277,0.447493807314655,0.13808336316440856,0.08332851417640177,0.24365720279086236,-0.34033655195870666,0.011171642061361,0.5456697617024283,-0.7472584391436536,-0.7185301044690933,-0.3011348215113845,-0.6002743599457389,-0.5891769313249596,-0.6397428848818648,-0.8667411775588235,0.08729472022482529,-0.024824701566840787,-0.3645303866169843,-0.11395754807023756,-0.36799540259702984
Stabilising energy of Z-DNA,-0.16385454488091325,-0.9186699853513498,0.28025677293772855,-0.44586371464291413,-0.21927455724310066,-0.6389704036789846,0.571154103860876,-0.58869835809657,0.2532837322531209,-0.40971171242289933,-0.70016284697348,1.0,-0.14999816809007124,-0.4630978243360611,-0.09461561809417353,0.09559114689332275,-0.44586371464291413,-0.5832625333211146,-0.46232739693766495,-0.21927455724310066,-0.580987035572191,-0.44586371464291413,-0.35700341850868966,0.003619069354021059,0.16214011792136424,0.557630398041712,0.3123080379935465,0.15872413326865165,-0.5733190519661805,-0.39937453164562614,-0.3078483552526572,-0.44586371464291413,0.8538207215904059,0.5528725885131602,0.7861013032947815,0.2867360809717757,0.7912134109941437,0.7805165883033409,0.14750080977161736,-0.2004094759538871,0.4165615168343037,-7.40717913741795e-18,-0.4720566296920317,0.4339417508886107,0.006382507162577523,-0.8836569532153307,0.34897095213496027,-0.6207521921230561,-0.5619703425208363,0.5815223580372215,-0.40971171242289933,0.24531200789286342,0.377188498475815,-0.6764403177530147,-0.3020870788493223,-0.13729634608576094,0.39937453164562614,0.4294637878745561,0.7799727203507719,0.721355915741671,0.7993348655937044,0.24325291166363536,0.7300443230674626,0.21401979445003858,-0.21065376834139837,0.6835120210717492,0.8342374389892298,0.3516967659027558,0.15005339596864592,0.7338510801680893,0.011260619059287571,-0.5423179516588824,-0.26129777163009293,0.3382692799204102,-0.6519302567416471,-0.02015625157918365,0.3498029153727419,-0.42982434322808305,0.6889916214565015,0.7912134109941437,0.2867360809717757,0.7861013032947815,0.7805165883033409,0.5528725885131602,0.8538207215904059,-0.07162398203654238,0.06777795680759462,0.7347717150818255,-0.22718979308116977,0.3875749981530046
Aida_BA_transition,-0.5873832926822716,0.456142000116536,0.28788947647124113,0.4403650353637327,0.020021608655941003,0.3639208702494431,-0.534473854671213,0.37710532188568474,0.3934657253480831,0.1609865418389307,-0.01812055625602668,-0.14999816809007124,1.0,0.48570438972244323,0.3042720624165309,0.18408626708074569,0.4403650353637327,-0.29033637663895195,0.4836134595479566,0.020021608655941003,-0.2938188733643731,0.4403650353637327,0.5865204438309309,0.6640245308429588,0.5715528663737142,0.3888242488281156,0.31235702461845166,0.5917275281111046,0.5915703162937576,0.46010850293624106,0.38219557226290607,0.4403650353637327,-0.24839075206573902,-0.23786826780514692,0.1980225885920709,-0.44364805550416014,0.39513049282331875,0.14846433103847065,-0.4974458995658485,-0.13208084918766422,-0.2846141063222244,0.0,0.25690543676138167,-0.24583960769252883,0.12607961593401476,-0.05431420798423573,-0.16139764020111275,-0.038336738864957726,0.358192743300602,0.5848149688551949,0.1609865418389307,0.4307807313912091,-0.3193444079731148,0.3237608091957341,0.350296513054613,0.07324767892290977,-0.46010850293624106,-0.562309467965344,-0.44891324155499013,-0.17377351094673624,-0.027169838338769535,-0.06689914679238398,-0.2932654466258966,0.19473831771697406,-0.4976152212906093,-0.2708955118422135,0.16981033137099275,-0.3132788290466251,-0.2928661170931673,0.42994577612617874,-0.06165654748217422,0.3942233223220909,0.06443801905515015,-0.20291797541037665,-0.2565159038592504,0.27214725641176424,0.2886920731969114,0.12081278879667254,0.35238198681579247,0.39513049282331875,-0.44364805550416014,0.1980225885920709,0.14846433103847065,-0.23786826780514692,-0.24839075206573902,-0.13457760110263264,0.17584561751248423,-0.4496199386824601,0.043155343058461186,-0.7820002064888198
Breslauer_dG,-0.40046944353802827,0.5004894331581956,-0.0007258093415036071,0.7765365104583092,-0.14466070351372176,0.5044759833161298,-0.9077386719431193,0.961434134730144,0.4545836950116544,0.7723882707875519,0.03734044427028579,-0.4630978243360611,0.48570438972244323,1.0,0.8518626549142655,0.6929430525296296,0.7765365104583092,-0.19216804955586939,0.9999435678057303,-0.14466070351372176,-0.19517046505246768,0.7765365104583092,0.8074488565476847,0.44278820624642456,0.1950958991968801,-0.38717625593152116,0.14646714542572903,0.4054631870614309,0.8873804118031691,0.7824191856498138,0.6881053637888623,0.7765365104583092,-0.3551322178390779,0.1645172344646103,-0.04452772546287863,0.12989496773095155,-0.1988687517507262,-0.022482887671034218,-0.01824786200843135,-0.40203741923222014,-0.37074647952384515,-1.85542130795763e-18,0.7739581515351113,-0.7086947678703867,0.12790013113430979,0.11258485190081857,-0.6031325904000242,0.25519095322903423,0.6490954303537906,-0.11318081180876202,0.7723882707875519,0.4058978078720118,-0.5157694478400345,0.7031983939817115,-0.033591254650578925,0.3427012099056413,-0.7824191856498138,-0.7547912034837475,-0.17865889584890582,0.05308122848328222,-0.010038794133962373,0.06609607974343502,-0.7314410171715775,-0.20378467360925445,0.4117639612126565,0.009179587010101338,-0.18440231943723148,0.20604547947551285,0.47143564991641446,-0.04553975393560073,0.35896452741987156,-0.07880236979386489,0.024729534687883706,-0.8209658264725768,0.21337872012442946,-0.24952831178537907,-0.05084729450109687,0.10172295608836918,-0.0031022137253623933,-0.1988687517507262,0.12989496773095155,-0.04452772546287863,-0.022482887671034218,0.1645172344646103,-0.3551322178390779,0.14040050242449903,0.16078069889593544,-0.36377696765546225,0.05603674316955102,-0.37623108451558096
Breslauer_dH,-0.23133966419713664,0.11554159657532447,-0.13394384327153408,0.49794019935545875,-0.34217299068596485,0.1642376480667843,-0.6407299595834621,0.7931016697063892,0.44091207173818114,0.5544851782935692,-0.29199063141996867,-0.09461561809417353,0.3042720624165309,0.8518626549142655,1.0,0.9677970725954644,0.49794019935545875,-0.23336070125710967,0.8528347926662719,-0.34217299068596485,-0.23547768141888384,0.49794019935545875,0.5197212036378431,0.3487744142573233,0.1952880925500907,-0.2071635871576904,0.03055244584856221,0.23517750027477993,0.6109196865704504,0.5377676986888392,0.4717504325909971,0.49794019935545875,-0.042675635902009804,0.30930567110656804,0.12201181998307974,0.2681382432993865,0.04602270581091484,0.10267007668019087,0.09714602221231976,-0.3601178111676081,-0.044894134672522054,-1.4817472123201792e-17,0.5054017615387829,-0.4003668420881905,0.3173684787100725,-0.1576643296191837,-0.29839893343195856,-0.04909106436488127,0.5108852363633175,0.004798442899337019,0.5544851782935692,0.29020914466585235,-0.2646115072674665,0.3257663786115049,-0.2650128498730205,0.47663677491208495,-0.5377676986888392,-0.49056974095477135,0.17461844929123788,0.2501070894309667,0.23168719899115225,0.19448360217259886,-0.5522975571156284,-0.16286348047728988,0.46518503183310866,0.31689293573794053,-0.04921315816066873,0.43661781027199736,0.6050044915425232,0.19687749961856954,0.46624806956873727,-0.30036867224729286,-0.02024187131806666,-0.648132202842218,0.12408633567723377,-0.27604130288805895,-0.02801822843087067,-0.3133155744166676,0.19946777764411774,0.04602270581091484,0.2681382432993865,0.12201181998307974,0.10267007668019087,0.30930567110656804,-0.042675635902009804,0.1934301013964878,0.15356506236164602,-0.0010535332968342665,0.04088607270663065,-0.15079421708587445
Breslauer_dS,-0.12592304496335255,-0.08472399596917185,-0.17595491322900336,0.3142814844824416,-0.4034215146198319,-0.014763739630106047,-0.4454026434163497,0.6279874140135872,0.38738724532169866,0.39573141611572826,-0.4255495044345526,0.09559114689332275,0.18408626708074569,0.6929430525296296,0.9677970725954644,1.0,0.3142814844824416,-0.23267552069946681,0.6944237627317715,-0.4034215146198319,-0.23410824749507447,0.3142814844824416,0.3262403714734223,0.2579054122921582,0.1644649492112671,-0.09642272379080034,-0.029767198421264924,0.1288301968959903,0.4132891280967365,0.3615641662393407,0.3156495935565381,0.3142814844824416,0.11590454966017023,0.3544530163266287,0.1885718784565312,0.30762398469936275,0.16017290113872493,0.15703917582602486,0.15428841096463675,-0.31197315403350395,0.1136997855215314,-2.96879302939995e-17,0.33226625387798386,-0.21927559010715342,0.3782341121387525,-0.2742344646713069,-0.12969219271604826,-0.1862733581824155,0.3938100024415551,0.056702834064920674,0.39573141611572826,0.20419768196532104,-0.11668971246795433,0.11359839400875117,-0.3583316241455,0.49645323415915416,-0.3615641662393407,-0.31145452312400973,0.3311351567957942,0.3252439069267757,0.325741088110957,0.23081249307948906,-0.40841432716398124,-0.1350978911814379,0.4392804627755995,0.4377603308954965,0.02350098809760486,0.5022727186716235,0.6068005293490552,0.29054474395092555,0.464514379251653,-0.3795971279101019,-0.029473365946707856,-0.5024841872415122,0.07447660311365571,-0.2593728238916347,-0.016105541829621026,-0.4874689952557609,0.2772869882006194,0.16017290113872493,0.30762398469936275,0.1885718784565312,0.15703917582602486,0.3544530163266287,0.11590454966017023,0.20014057282694653,0.13196264847631706,0.177744241577491,0.025528863138927653,-0.019289654565785387
Electron_interaction,-0.6739090115843519,0.4165260807003739,-0.13697824759069419,1.0,-0.4139136646094879,0.762916911902626,-0.9418630564959943,0.7765365104583093,0.7069870082305741,0.9153149934721531,-0.06382702171776997,-0.44586371464291413,0.4403650353637327,0.7765365104583092,0.49794019935545875,0.3142814844824416,1.0,-0.43199329083151056,0.7777822356227045,-0.4139136646094879,-0.4342866851416567,1.0,0.9229528332177371,0.31958180043183354,0.014599901487497086,-0.3705416173285467,0.47423822761191753,0.6768595403097751,0.9240331705423673,0.8133829126259977,0.7142580575959928,1.0,-0.14436564144535707,0.21092033939480676,0.0666261567870468,0.0027378970350877274,-0.22842969918508804,0.10235829911697951,0.04380703669395189,-0.4453207268222784,-0.391563298143568,0.0,0.8653612582750145,-0.6527420394289886,0.0,-0.00638730931796018,-0.5237416004246169,0.047500649097994195,0.6745762656358538,2.220773257017264e-17,0.9153149934721531,0.6548135527410706,-0.8459081782224789,0.873401480432847,0.3647549524519555,0.3298025239093173,-0.8133829126259977,-0.9718757411388952,-0.11955543466507107,0.11415113367319886,0.04292741384722493,-0.36466247874473645,-0.6632457833953114,-0.417665481203814,0.1411412024243577,-0.05480734368220669,-0.0731033631117975,-0.02831363719974974,0.16623673663269237,0.03743233283466359,-0.10681624703871055,-0.10667408209830334,-0.04566611871103292,-0.9017008470220521,0.24333520878293333,0.2017424999620951,-0.25567055627192325,0.4071865848404612,0.2217559924575358,-0.22842969918508804,0.0027378970350877274,0.0666261567870468,0.10235829911697951,0.21092033939480676,-0.14436564144535707,-0.06844183960953985,0.15796985507704245,-0.5611578169786982,0.27859754630058414,-0.36020847033263736
Hartman_trans_free_energy,0.82621815496563,0.49405941338151865,-0.2509946266205149,-0.43199329083151056,0.47966328308336087,-0.029966271243536836,0.2634935349160252,-0.06459887822827218,-0.8762107304849405,-0.3868951324683564,0.6546897018607556,-0.5832625333211146,-0.29033637663895195,-0.19216804955586939,-0.23336070125710967,-0.23267552069946681,-0.43199329083151056,1.0,-0.19222085366598105,0.47966328308336087,0.9999806315689507,-0.43199329083151056,-0.5087666269057237,-0.3892746845323501,-0.2778565743832174,-0.21557132781303784,-0.794327921124305,-0.8234133265801915,-0.2527178668524497,-0.39659023286626044,-0.4207067386238938,-0.43199329083151056,-0.6952465442842968,-0.7387746186930283,-0.8754653330884732,-0.31203806156757047,-0.6078743969042796,-0.9122148405422068,-0.10348336744690709,0.6062152363490977,0.02114492350709405,7.403860669551589e-18,-0.24630508247812155,0.14789452743461504,0.10389712057973038,0.8762427144823766,0.14084636486362537,0.5446015157037548,0.042319162813654936,-0.6260511281016075,-0.3868951324683564,-0.8839151642631105,0.35609792261095713,-0.12012773258686478,-0.11064757364813999,-0.00588528872315166,0.39659023286626044,0.43290710383168346,-0.6156011384572391,-0.8271046063565133,-0.8341172198496702,-0.032702792474249565,-0.20956522809998682,-0.014079098109350265,0.1273176457791525,-0.5847505872970697,-0.8325453562730111,-0.2496062817830016,-0.2861870931811813,-0.7668580869446024,0.011909150534891933,0.6175517028164209,0.39073849255726856,0.42626807675555733,0.5560734796681922,-0.09168144262173784,-0.2895763891766607,-0.09233924728134517,-0.8497541023711492,-0.6078743969042796,-0.31203806156757047,-0.8754653330884732,-0.9122148405422068,-0.7387746186930283,-0.6952465442842968,0.18621186319162564,-0.19719768764073325,-0.23421025715352617,-0.026780190916371245,0.004779680349984842
Helix-Coil_transition,-0.40049830037708123,0.4988214205905834,-0.0005285280360368368,0.7777822356227045,-0.1463626917828235,0.5065638015265449,-0.9073205570155108,0.961913576886786,0.45476779051596844,0.7734891364309678,0.036323676807699073,-0.46232739693766495,0.4836134595479566,0.9999435678057303,0.8528347926662719,0.6944237627317715,0.7777822356227045,-0.19222085366598105,1.0,-0.1463626917828235,-0.19518126069181305,0.7777822356227045,0.8065426578613025,0.43846640932410436,0.19049191653631214,-0.3868337219044617,0.14621453883747523,0.40549553154691576,0.8866144043873473,0.7803997366677516,0.6857176897791833,0.7777822356227045,-0.35507046603270437,0.16459272572978953,-0.04522933156925518,0.12657371490854388,-0.20160627289212596,-0.021611767877682743,-0.013465304118565285,-0.40065747271847,-0.36541841202536096,-3.708070702698078e-18,0.7780332359138168,-0.7099796658655343,0.1259788128121282,0.11243911257867427,-0.6040054428140125,0.2566681340191363,0.648597220169569,-0.1154778744480984,0.7734891364309678,0.40613077546357584,-0.5181044663733484,0.7037783822943858,-0.03731886009378156,0.34346986768765614,-0.7803997366677516,-0.7550954470615254,-0.17621765215552826,0.05330668172165493,-0.011353682096099195,0.06072036012788913,-0.7307192700902796,-0.21168360497182168,0.41114548924263433,0.00953296819834068,-0.1853690448234092,0.21013218235841483,0.4713503219043834,-0.04700762030649261,0.3544008836287635,-0.08052966969296368,0.0308108710518726,-0.8234685705225988,0.2177756709513468,-0.24756356696381357,-0.05673431513317116,0.09921997910506238,-0.0014320671827109963,-0.20160627289212596,0.12657371490854388,-0.04522933156925518,-0.021611767877682743,0.16459272572978953,-0.35507046603270437,0.14024730874710273,0.16151418390605016,-0.3635386076982263,0.05318142368986147,-0.3732711191026542
Ivanov_BA_transition,0.2506121840677768,0.2942654011604442,0.5169004498769553,-0.4139136646094879,1.0,-0.27120170992902703,0.2797737563565346,-0.12334462133825395,-0.5793416299921008,-0.46730335656123156,0.740144277859827,-0.21927455724310066,0.020021608655941003,-0.14466070351372176,-0.34217299068596485,-0.4034215146198319,-0.4139136646094879,0.47966328308336087,-0.1463626917828235,1.0,0.4803503885737202,-0.4139136646094879,-0.19983206157588795,0.15311106978511038,0.27071214675440036,-0.1178490673873071,-0.1917579953272574,-0.24996839995097642,-0.2342961746670808,-0.25254155676516077,-0.2427919321461553,-0.4139136646094879,-0.5929331264055936,-0.4080542695743032,-0.23887011729879187,-0.12762771948645174,-0.24541885622740203,-0.25586842752327654,-0.4328051673069365,0.30865470926988947,-0.12284823303731751,1.4845715541344202e-17,-0.21197299397072208,-0.12633219414600608,-0.42487826499649434,0.47018482227189695,-0.2924195711092159,0.7592435860028294,-0.42963605998350235,-0.2636361704387507,-0.46730335656123156,-0.31449404531817976,0.40706572181825196,-0.186411835727456,-0.3194072994322055,-0.6236831485059589,0.25254155676516077,0.39397988533555156,-0.5122241577634911,-0.40944254517145967,-0.4176505215997719,0.34772563765617664,0.2981098167975879,0.22750828065053055,0.058439824788846885,-0.5133702189238847,-0.1670186322022259,0.08992426913074739,-0.07722187702538832,-0.4630178222143085,0.15353155810568606,0.3804303962684069,0.05228505029069452,0.38120428061000133,-0.15329050849222836,-0.5211293618375727,0.22094626696548408,0.22229093173143583,-0.6006433556379512,-0.24541885622740203,-0.12762771948645174,-0.23887011729879187,-0.25586842752327654,-0.4080542695743032,-0.5929331264055936,0.3003696652478735,0.03773857261300693,-0.047165332023394936,-0.5086590021191598,-0.2023311170259948
Lisser_BZ_transition,0.826941444260518,0.4911885203336237,-0.25053374202827394,-0.4342866851416567,0.4803503885737202,-0.03204122290073973,0.2666637936070277,-0.0669561205773325,-0.877434659608992,-0.38867232533181045,0.6553200974872097,-0.580987035572191,-0.2938188733643731,-0.19517046505246768,-0.23547768141888384,-0.23410824749507447,-0.4342866851416567,0.9999806315689507,-0.19518126069181305,0.4803503885737202,1.0,-0.4342866851416567,-0.5112889582028303,-0.3911898688889659,-0.2790438262040885,-0.215885134283926,-0.7945506365557514,-0.824153285862864,-0.2560383488629374,-0.3985080279099981,-0.4220087382262002,-0.4342866851416567,-0.693980069476366,-0.7378633291549667,-0.874949545035454,-0.3120035553095493,-0.6090407242102392,-0.9105896097142334,-0.10123751680569923,0.6079785641479817,0.02564182795931015,7.411892960618762e-18,-0.24741179073540043,0.1499713505121409,0.10036036841508875,0.8754217502531519,0.14230677559700783,0.5450456597694554,0.03812189491129379,-0.627323711262055,-0.38867232533181045,-0.8841352219206773,0.3574043792406589,-0.12243404070262283,-0.11320363840451553,-0.008830860577277767,0.3985080279099981,0.4356147549185524,-0.612558659055597,-0.8257689873236969,-0.8342421580271715,-0.03220594142830344,-0.20529880823592925,-0.015114990551839357,0.12705699040471224,-0.5841581958982087,-0.8317144425627997,-0.24645719421046053,-0.2853108872542875,-0.7675700864086707,0.011635534345162282,0.6146480637334769,0.3919223525279519,0.42707025699436746,0.5562894846393007,-0.09295357999114309,-0.2895773023715315,-0.09271930131729565,-0.8493904414862355,-0.6090407242102392,-0.3120035553095493,-0.874949545035454,-0.9105896097142334,-0.7378633291549667,-0.693980069476366,0.1858543815729239,-0.19741162322050693,-0.23076206759223752,-0.028202668164042988,0.007334131690758113
Polar_interaction,-0.6739090115843519,0.4165260807003739,-0.13697824759069419,1.0,-0.4139136646094879,0.762916911902626,-0.9418630564959943,0.7765365104583093,0.7069870082305741,0.9153149934721531,-0.06382702171776997,-0.44586371464291413,0.4403650353637327,0.7765365104583092,0.49794019935545875,0.3142814844824416,1.0,-0.43199329083151056,0.7777822356227045,-0.4139136646094879,-0.4342866851416567,1.0,0.9229528332177371,0.31958180043183354,0.014599901487497086,-0.3705416173285467,0.47423822761191753,0.6768595403097751,0.9240331705423673,0.8133829126259977,0.7142580575959928,1.0,-0.14436564144535707,0.21092033939480676,0.0666261567870468,0.0027378970350877274,-0.22842969918508804,0.10235829911697951,0.04380703669395189,-0.4453207268222784,-0.391563298143568,0.0,0.8653612582750145,-0.6527420394289886,0.0,-0.00638730931796018,-0.5237416004246169,0.047500649097994195,0.6745762656358538,2.220773257017264e-17,0.9153149934721531,0.6548135527410706,-0.8459081782224789,0.873401480432847,0.3647549524519555,0.3298025239093173,-0.8133829126259977,-0.9718757411388952,-0.11955543466507107,0.11415113367319886,0.04292741384722493,-0.36466247874473645,-0.6632457833953114,-0.417665481203814,0.1411412024243577,-0.05480734368220669,-0.0731033631117975,-0.02831363719974974,0.16623673663269237,0.03743233283466359,-0.10681624703871055,-0.10667408209830334,-0.04566611871103292,-0.9017008470220521,0.24333520878293333,0.2017424999620951,-0.25567055627192325,0.4071865848404612,0.2217559924575358,-0.22842969918508804,0.0027378970350877274,0.0666261567870468,0.10235829911697951,0.21092033939480676,-0.14436564144535707,-0.06844183960953985,0.15796985507704245,-0.5611578169786982,0.27859754630058414,-0.36020847033263736
SantaLucia_dG,-0.8078590391810687,0.3999588349541352,0.003732769679532281,0.9229528332177371,-0.19983206157588795,0.5755753590670482,-0.9284454434692765,0.7927581215035218,0.7533226710758086,0.7903958166816051,0.035300692843164706,-0.35700341850868966,0.5865204438309309,0.8074488565476847,0.5197212036378431,0.3262403714734223,0.9229528332177371,-0.5087666269057237,0.8065426578613025,-0.19983206157588795,-0.5112889582028303,0.9229528332177371,1.0,0.6390116130836069,0.3692515112683335,-0.36033759724154446,0.5914482910580078,0.8108788254295327,0.9363254523067913,0.8908749165564941,0.809449201580912,0.9229528332177371,-0.17662971225044427,0.22222047716125612,0.23825754836649257,0.08101138124991959,-0.092543465751951,0.22720460990790747,-0.22485044157991335,-0.4414502818278827,-0.3846632868405113,0.0,0.726732344971522,-0.5994419879885682,-0.1349772918144516,-0.08225880499616729,-0.5280426295083871,0.09192051120450011,0.5066207062595617,0.14900327367909574,0.7903958166816051,0.7762761939194547,-0.731786302815865,0.7638563110939154,0.31908552131658446,0.10941181362828149,-0.8908749165564941,-0.9474496953838341,-0.1441941707722245,0.16290053803243618,0.11946384699022583,-0.07529506231064113,-0.49679824857879534,-0.16505436497659426,0.13462744212545644,-0.10976656770677615,0.0721762552390147,0.08880949938913067,0.24542722279834092,0.16722342244330518,0.09688530104046252,-0.14905389387722856,-0.26067086713335913,-0.8406889932053283,-0.031396382460409156,-0.004301724380702771,0.03322226691716268,0.4780156532061968,0.257226140553926,-0.092543465751951,0.08101138124991959,0.23825754836649257,0.22720460990790747,0.22222047716125612,-0.17662971225044427,0.018976377016259306,0.2308316038481335,-0.46278989896804995,0.21382908681239493,-0.5604793991424711
SantaLucia_dH,-0.6844422747162959,0.17909692160324645,0.082706993085053,0.31958180043183354,0.15311106978511038,-0.03810728149651129,-0.4536034530190286,0.43568771226257047,0.5298910259793971,0.10572603263594507,0.14328688849977855,0.003619069354021059,0.6640245308429588,0.44278820624642456,0.3487744142573233,0.2579054122921582,0.31958180043183354,-0.3892746845323501,0.43846640932410436,0.15311106978511038,-0.3911898688889659,0.31958180043183354,0.6390116130836069,1.0,0.9499696667929496,-0.05198740883612584,0.5098058229473584,0.6865176256584735,0.5175336882021955,0.6057299907006888,0.5931770614199995,0.31958180043183354,-0.13181060449608054,-0.0010446517769918042,0.4561905071234085,0.04110665736062687,0.27431221952275847,0.3076783103512836,-0.7105781979235108,-0.06187263801067338,-0.015905200483467025,-7.417773563143728e-18,0.0069080082571537456,0.0001515004575595639,-0.2556654403454668,-0.20260457860668477,-0.03051367453305635,-0.05605049708461932,-0.024210651513334087,0.5043576894488602,0.10572603263594507,0.6266219940450861,-0.1939710751496634,0.11663737628002141,0.22524636453474425,-0.2968405265219866,-0.6057299907006888,-0.48280566618918797,-0.1335404299427326,0.07843042491433831,0.16960548230683098,0.44564701552344893,0.03781389263499514,0.4308515524958108,-0.06684441843147709,-0.21308103920586366,0.27561914566950374,0.21948214515223438,0.16075648606961054,0.471581002239389,0.3864196678140851,-0.09335132551646763,-0.5389878400373369,-0.2563287900771111,-0.5381139004670941,-0.21296004266638813,0.5320218977585,0.32659567195603545,0.329643758816139,0.27431221952275847,0.04110665736062687,0.4561905071234085,0.3076783103512836,-0.0010446517769918042,-0.13181060449608054,0.08686696237659564,0.27183310099639807,-0.09739045219359505,0.11295438991466204,-0.7804636499849841
SantaLucia_dS,-0.5185981194787441,0.04114838867063735,0.10842622665355253,0.014599901487497086,0.27071214675440036,-0.2819893239297679,-0.1655063085999082,0.19104112697045972,0.3449315187466457,-0.20193007073154814,0.15389803807216124,0.16214011792136424,0.5715528663737142,0.1950958991968801,0.1952880925500907,0.1644649492112671,0.014599901487497086,-0.2778565743832174,0.19049191653631214,0.27071214675440036,-0.2790438262040885,0.014599901487497086,0.3692515112683335,0.9499696667929496,1.0,0.0928272588372336,0.3977341690210863,0.5198362200714208,0.24192957067042264,0.35776040448482027,0.3728810569309257,0.014599901487497086,-0.07891959513704792,-0.09053616868068069,0.4696779231291919,0.005662845490985328,0.37711423874003275,0.29397397600408604,-0.777607437998308,0.1000093262631487,0.1431467080614708,0.0,-0.2831097885198003,0.24256833610329215,-0.26279822677494724,-0.22329024986606916,0.1724482991310374,-0.1017451557603686,-0.24234189916518972,0.5587944286312159,-0.20193007073154814,0.4562139142703452,0.05546242676574895,-0.17257886544500725,0.1386331207518743,-0.40897623977511766,-0.35776040448482027,-0.20331320807625095,-0.10113892590059245,0.03271193267234715,0.16077778962015146,0.5465123226904925,0.2653497655436478,0.5651876044692907,-0.15813808910510777,-0.22321738646679348,0.3163416124748041,0.23320424726126995,0.07365799626876375,0.5112052639601078,0.3950350392698896,-0.052899411549402524,-0.5455309884108301,0.03201910801733627,-0.6412903385953593,-0.23694642799403695,0.6191523866088657,0.2005598598491292,0.3101116169762592,0.37711423874003275,0.005662845490985328,0.4696779231291919,0.29397397600408604,-0.09053616868068069,-0.07891959513704792,0.10775182383362748,0.24239278881368687,0.06649684401981573,0.0447558000919709,-0.7233732469229459
